s,vout
0.0001856345233638785,-14.983661470561696
0.0001881345233638785,-14.983661579154518
0.0001906345233638785,-14.983661447612965
0.00019313452336387852,-14.983661549652087
0.00019563452336387853,-14.983661409300197
0.00019813452336387853,-14.983661484890028
0.00019991017524042634,-14.983657435527867
0.00020153100528197345,-14.983624614052777
0.00020359537082725873,-14.983514266876636
0.00020609537082725874,-14.983278594535813
0.00020859537082725874,-14.982930988293447
0.00021109537082725875,-14.982472397295695
0.00021359537082725876,-14.98190307525033
0.00021609537082725876,-14.981224309467022
0.00021859537082725877,-14.803482738473862
0.00022109537082725878,-13.97187203428165
0.00022359537082725878,-12.999540540366878
0.0002260953708272588,-11.912546547988965
0.0002285953708272588,-10.719997283446832
0.0002310953708272588,-9.425107416016255
0.0002335953708272588,-8.03089738142586
0.00023609537082725881,-6.539129840732891
0.00023859537082725882,-4.952635874671044
0.00024109537082725883,-3.2733446548536254
0.00024359537082725883,-1.5043344283728093
0.0002460953708272588,0.35218973403011217
0.0002485953708272588,2.2928838635657343
0.0002510953708272588,4.315274249222112
0.00025359537082725883,6.415766059212005
0.00025609537082725884,8.591634593474758
0.00025859537082725885,10.839053012029508
0.00026109537082725885,13.155065463462954
0.00026359537082725886,14.898753632553433
0.00026390787082725885,14.851028077649953
0.0002643542518176789,14.851457374184042
0.0002646324441883152,14.851778001517586
0.0002649458407713229,14.852064694293956
0.0002655726339373383,14.852735918356663
0.0002661593910775634,14.85276290068856
0.0002665786103042951,14.852858427508792
0.00026696792946769195,14.852767200041681
0.0002674595225984977,14.852854234597574
0.0002684427088601091,14.85276964183092
0.000270409081383332,14.852852797695814
0.000272909081383332,14.852770301867682
0.000275409081383332,14.85285215291999
0.000277909081383332,14.852770989451745
0.000280409081383332,14.852851552621017
0.000282909081383332,14.852771667168932
0.000285409081383332,14.85285095383863
0.000287909081383332,14.852772325878
0.00029040908138333203,14.852850354444188
0.00029290908138333204,14.8527729650037
0.00029540908138333204,14.852849754179942
0.00029790908138333205,14.852773584427649
0.00030040908138333206,14.85284915292813
0.00030290908138333206,14.85277418411871
0.00030540908138333207,14.85284855063284
0.0003079090813833321,14.852774764116118
0.0003104090813833321,14.852847947296937
0.0003129090813833321,14.852775324528373
0.0003154090813833321,14.852847342981923
0.0003179090813833321,14.852775865532479
0.0003204090813833321,14.852846737807631
0.0003229090813833321,14.852776387372767
0.0003254090813833321,14.852846131951528
0.00032790908138333213,14.852776890359403
0.00033040908138333214,14.85284552564755
0.00033290908138333214,14.85277737486655
0.00033540908138333215,14.85284491918464
0.00033790908138333215,14.852777841330116
0.00033822158138333214,14.852810706756674
0.00033861453983584486,14.85281170879628
0.00033886919024655034,14.852810767322534
0.0003391094257514336,14.852811619184102
0.0003395898967612002,14.852810821669339
0.00034055083878073336,14.852811566173568
0.0003424727228197997,14.852810789371244
0.0003449727228197997,14.852811482220702
0.0003474727228197997,14.852810708005723
0.0003499727228197997,14.852811385108115
0.0003524727228197997,14.852810621612333
0.00035497272281979973,14.852811280757992
0.00035747272281979974,14.852810528081509
0.00035997272281979974,14.852811169769764
0.00036247272281979975,14.85281045537183
0.00036497272281979976,14.85281112611725
0.00036747272281979976,14.852810438654402
0.00036997272281979977,14.852811100167207
0.0003724727228197998,14.85281042788591
0.0003749727228197998,14.852811076861308
0.0003774727228197998,14.852810416988449
0.0003799727228197998,14.852811053434655
0.0003824727228197998,14.852810405275862
0.0003849727228197998,14.85281102846197
0.0003874727228197998,14.852810391046708
0.0003899727228197998,14.852810999913705
0.00039247272281979983,14.852810371353646
0.00039497272281979984,14.852810962924167
0.00039747272281979984,14.852810329392378
0.00039897079572869963,14.85281089731537
0.0004005203540153291,14.85280806801315
0.0004024462441016467,14.852764793816352
0.0004049462441016467,14.85260941190467
0.0004074462441016467,14.852343803995845
0.00040994624410164673,14.851967023980434
0.00041244624410164673,14.851481033938459
0.00041494624410164674,14.850885262880281
0.00041744624410164675,14.850181979702624
0.00041994624410164675,14.447950844802442
0.00042244624410164676,13.57513698039976
0.00042494624410164677,12.570568206141855
0.0004274462441016468,11.454752565145288
0.0004299462441016468,10.234766393377555
0.0004324462441016468,8.913883147651864
0.0004349462441016468,7.494642655733972
0.0004374462441016468,5.979288028124058
0.0004399462441016468,4.3702873535996565
0.0004424462441016468,2.6700759867386594
0.0004449462441016468,0.8813771182648311
0.0004474462441016468,-0.9931028824554843
0.00044994624410164683,-2.9503759641265477
0.00045244624410164684,-4.987474743407215
0.00045494624410164685,-7.101162246943077
0.00045744624410164685,-9.28822831732026
0.00045994624410164686,-11.545206377335985
0.00046244624410164687,-13.868663727398216
0.00046494624410164687,-14.984390349358817
0.0004674462441016469,-14.981441838939611
0.000469209691001187,-14.985883229035664
0.0004708238251056239,-14.981440836909512
0.0004729143898074551,-14.985883850240294
0.0004754143898074551,-14.981440341401841
0.0004779143898074551,-14.985884307464454
0.0004804143898074551,-14.981439990662762
0.0004829143898074551,-14.985884711872597
0.0004854143898074551,-14.981439688695419
0.00048791438980745513,-14.985885051786939
0.0004904143898074551,-14.981439430486958
0.0004929143898074551,-14.985885328693296
0.0004954143898074551,-14.981439213593623
0.0004979143898074551,-14.985885544578883
0.0005004143898074551,-14.98143903582476
0.0005029143898074551,-14.985885701441443
0.0005054143898074551,-14.981438895135124
0.0005079143898074551,-14.985885801269696
0.0005104143898074551,-14.981438789617647
0.0005129143898074551,-14.985885846044825
0.0005154143898074551,-14.981438717500431
0.0005179143898074552,-14.985885837742543
0.0005204143898074552,-14.98143867714363
0.0005229143898074552,-14.985885778334527
0.0005254143898074552,-14.98143866703621
0.0005279143898074552,-14.98588566978956
0.0005304143898074552,-14.981438685792119
0.0005329143898074552,-14.985885514074166
0.0005354143898074552,-14.981438732146412
0.0005379143898074552,-14.985885313152746
0.0005404143898074552,-14.981438804950887
0.0005429143898074552,-14.985885068987374
0.0005454143898074552,-14.9814389031696
0.0005479143898074552,-14.985884783537102
0.0005504143898074552,-14.981439025873952
0.0005529143898074552,-14.985884458756905
0.0005554143898074553,-14.981439172237648
0.0005579143898074553,-14.985883929370019
0.0005604143898074553,-14.981439363934046
